[0mroot [6] TPulse->Scan("trigtime:time:ToT"[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[0m[38;5;83m[1m([0m"trigtime:time:ToT"[0m[38;5;83m[1m)
[0m***********************************************************
*    Row   * Instance *  trigtime *      time *       ToT *
*     8337 *        0 *         0 *      4239 *        83 *
*     8338 *        0 *         0 *      4232 *        83 *
*     8339 *        0 *         0 *      4236 *        83 *
*     8340 *        0 *         0 *      4234 *        83 *
*     8341 *        0 *         0 *      4238 *        83 *
*     8342 *        0 *         0 *      4238 *        83 *
*     8343 *        0 *         0 *      4234 *        83 *
*     8344 *        0 *         0 *      4232 *        83 *
*     8345 *        0 *         0 *      4234 *        83 *
*     8346 *        0 *         0 *      4239 *        83 *
*     8347 *        0 *         0 *      4235 *        83 *
*     8348 *        0 *         0 *      4238 *        83 *
*     8349 *        0 *         0 *      4239 *        83 *
*     8350 *        0 *         0 *      4231 *        83 *
*     8351 *        0 *         0 *      4236 *        83 *
*     8352 *        0 *         0 *      4232 *        83 *
*     8353 *        0 *         0 *      4232 *        84 *
*     8354 *        0 *         0 *      4235 *        83 *
*     8355 *        0 *         0 *      4237 *        83 *
*     8356 *        0 *         0 *      4232 *        83 *
*     8357 *        0 *         0 *      4232 *        83 *
*     8358 *        0 *         0 *      4238 *        83 *
*     8359 *        0 *         0 *      4233 *        83 *
*     8360 *        0 *         0 *      4232 *        84 *
*     8361 *        0 *         0 *      4231 *        84 *
*     8362 *        0 *         0 *      4238 *        83 *
*     8363 *        0 *         0 *      4234 *        83 *
*     8364 *        0 *         0 *      4233 *        83 *
*     8365 *        0 *         0 *      4235 *        83 *
*     8366 *        0 *         0 *      4238 *        83 *
*     8367 *        0 *         0 *      4233 *        84 *
*     8368 *        0 *         0 *      4235 *        83 *
*     8369 *        0 *         0 *      4232 *        84 *
*     8370 *        0 *         0 *      4233 *        83 *
*     8371 *        0 *         0 *      4234 *        83 *
*     8372 *        0 *         0 *      4231 *        83 *
*     8373 *        0 *         0 *      4236 *        84 *
*     8374 *        0 *         0 *      4232 *        84 *
*     8375 *        0 *         0 *      4233 *        83 *
*     8376 *        0 *         0 *      4233 *        84 *
*     8377 *        0 *         0 *      4236 *        83 *
*     8378 *        0 *         0 *      4237 *        83 *
*     8379 *        0 *         0 *      4234 *        83 *
*     8380 *        0 *         0 *      4232 *        83 *
*     8381 *        0 *         0 *      4239 *        83 *
*     8382 *        0 *         0 *      4238 *        83 *
*     8383 *        0 *         0 *      4232 *        84 *
*     8384 *        0 *         0 *      4238 *        83 *
*     8385 *        0 *         0 *      4238 *        83 *
*     8386 *        0 *         0 *      4233 *        83 *
*     8387 *        0 *         0 *      4236 *        83 *
*     8388 *        0 *         0 *      4232 *        83 *
*     8389 *        0 *         0 *      4233 *        83 *
*     8390 *        0 *         0 *      4232 *        84 *
*     8391 *        0 *         0 *      4236 *        83 *
*     8392 *        0 *         0 *      4234 *        83 *
*     8393 *        0 *         0 *      4233 *        83 *
*     8394 *        0 *         0 *      4232 *        83 *
*     8395 *        0 *         0 *      4232 *        83 *
*     8396 *        0 *         0 *      4238 *        83 *
*     8397 *        0 *         0 *      4236 *        83 *
*     8398 *        0 *         0 *      4234 *        83 *
*     8399 *        0 *         0 *      4234 *        84 *
*     8400 *        0 *         0 *      4237 *        83 *
*     8401 *        0 *         0 *      4239 *        83 *
*     8402 *        0 *         0 *      4234 *        84 *
*     8403 *        0 *         0 *      4237 *        83 *
*     8404 *        0 *         0 *      4238 *        84 *
*     8405 *        0 *         0 *      4232 *        83 *
*     8406 *        0 *         0 *      4233 *        83 *
*     8407 *        0 *         0 *      4234 *        83 *
*     8408 *        0 *         0 *      4235 *        84 *
*     8409 *        0 *         0 *      4237 *        83 *
*     8410 *        0 *         0 *      4236 *        83 *
*     8411 *        0 *         0 *      4238 *        84 *
*     8412 *        0 *         0 *      4233 *        83 *
*     8413 *        0 *         0 *      4235 *        83 *
*     8414 *        0 *         0 *      4235 *        83 *
*     8415 *        0 *         0 *      4236 *        83 *
*     8416 *        0 *         0 *      4238 *        84 *
*     8417 *        0 *         0 *      4239 *        83 *
*     8418 *        0 *         0 *      4232 *        83 *
*     8419 *        0 *         0 *      4238 *        83 *
*     8420 *        0 *         0 *      4233 *        83 *
*     8421 *        0 *         0 *      4231 *        83 *
*     8422 *        0 *         0 *      4233 *        84 *
*     8423 *        0 *         0 *      4233 *        84 *
*     8424 *        0 *         0 *      4237 *        83 *
*     8425 *        0 *         0 *      4236 *        83 *
*     8426 *        0 *         0 *      4236 *        83 *
*     8427 *        0 *         0 *      4233 *        83 *
*     8427 *        1 *         0 *      4341 *        84 *
*     8428 *        0 *         0 *      4233 *        83 *
*     8429 *        0 *         0 *      4235 *        84 *
*     8430 *        0 *         0 *      4236 *        84 *
*     8431 *        0 *         0 *      4232 *        83 *
*     8432 *        0 *         0 *      4234 *        84 *
*     8433 *        0 *         0 *      4239 *        83 *
*     8434 *        0 *         0 *      4233 *        83 *
*     8435 *        0 *         0 *      4235 *        83 *
*     8436 *        0 *         0 *      4231 *        84 *
*     8437 *        0 *         0 *      4237 *        83 *
*     8438 *        0 *         0 *      4232 *        83 *
*     8439 *        0 *         0 *      4235 *        83 *
*     8440 *        0 *         0 *      4234 *        83 *
*     8441 *        0 *         0 *      4235 *        83 *
*     8442 *        0 *         0 *      4232 *        83 *
*     8443 *        0 *         0 *      4233 *        83 *
*     8444 *        0 *         0 *      4239 *        83 *
*     8445 *        0 *         0 *      4237 *        83 *
*     8446 *        0 *         0 *      4231 *        84 *
*     8447 *        0 *         0 *      4238 *        83 *
*     8448 *        0 *         0 *      4233 *        83 *
*     8449 *        0 *         0 *      4234 *        83 *
*     8450 *        0 *         0 *      4234 *        83 *
*     8451 *        0 *         0 *      4232 *        83 *
*     8452 *        0 *         0 *      4236 *        83 *
*     8453 *        0 *         0 *      4236 *        83 *
*     8454 *        0 *         0 *      4238 *        83 *
*     8455 *        0 *         0 *      4232 *        84 *
*     8456 *        0 *         0 *      4233 *        83 *
*     8457 *        0 *         0 *      4239 *        83 *
*     8458 *        0 *         0 *      4235 *        83 *
*     8458 *        1 *         0 *      4634 *        84 *
*     8459 *        0 *         0 *      4231 *        83 *
*     8460 *        0 *         0 *      4236 *        83 *
*     8461 *        0 *         0 *      4236 *        84 *
*     8462 *        0 *         0 *      4237 *        84 *
*     8463 *        0 *         0 *      4231 *        84 *
*     8464 *        0 *         0 *      4234 *        84 *
*     8465 *        0 *         0 *      4236 *        83 *
*     8466 *        0 *         0 *      4236 *        84 *
*     8467 *        0 *         0 *      4238 *        83 *
*     8468 *        0 *         0 *      4237 *        83 *
*     8469 *        0 *         0 *      4236 *        84 *
*     8470 *        0 *         0 *      4239 *        83 *
*     8471 *        0 *         0 *      4233 *        83 *
*     8472 *        0 *         0 *      4239 *        83 *
*     8473 *        0 *         0 *      4236 *        84 *
*     8474 *        0 *         0 *      4232 *        83 *
*     8475 *        0 *         0 *      4236 *        84 *
*     8476 *        0 *         0 *      4234 *        83 *
*     8477 *        0 *         0 *      4237 *        83 *
*     8478 *        0 *         0 *      4233 *        83 *
*     8479 *        0 *         0 *      4236 *        84 *
*     8480 *        0 *         0 *      4239 *        83 *
*     8481 *        0 *         0 *      4231 *        84 *
*     8482 *        0 *         0 *      4238 *        84 *
*     8483 *        0 *         0 *      4235 *        83 *
*     8484 *        0 *         0 *      4238 *        83 *
*     8484 *        1 *         0 *      4468 *        84 *
*     8485 *        0 *         0 *      4236 *        84 *
*     8486 *        0 *         0 *      4234 *        84 *
*     8487 *        0 *         0 *      4233 *        83 *
*     8488 *        0 *         0 *      4236 *        83 *
*     8489 *        0 *         0 *      4232 *        83 *
*     8490 *        0 *         0 *      4238 *        83 *
*     8491 *        0 *         0 *      4236 *        83 *
*     8492 *        0 *         0 *      4239 *        83 *
*     8493 *        0 *         0 *      4232 *        83 *
*     8494 *        0 *         0 *      4235 *        84 *
*     8495 *        0 *         0 *      4231 *        84 *
*     8496 *        0 *         0 *      4239 *        83 *
*     8497 *        0 *         0 *      4235 *        83 *
*     8498 *        0 *         0 *      4235 *        83 *
*     8499 *        0 *         0 *      4235 *        83 *
*     8500 *        0 *         0 *      4234 *        83 *
*     8501 *        0 *         0 *      4235 *        83 *
*     8502 *        0 *         0 *      4238 *        83 *
*     8503 *        0 *         0 *      4239 *        83 *
*     8504 *        0 *         0 *      4237 *        83 *
*     8505 *        0 *         0 *      4235 *        83 *
*     8506 *        0 *         0 *      4364 *        83 *
